entity_id,score,label_value,race,sex,age_cat
5078,1.0,0,African-American,Male,25 - 45
5079,0.0,0,Caucasian,Male,25 - 45
5083,1.0,1,Hispanic,Male,Less than 25
5084,0.0,0,African-American,Female,25 - 45
5086,0.0,0,Caucasian,Male,Greater than 45
5088,1.0,1,Caucasian,Female,25 - 45
5094,1.0,0,African-American,Female,Less than 25
5096,0.0,0,African-American,Female,25 - 45
5098,1.0,1,African-American,Male,25 - 45
5099,0.0,0,African-American,Male,Greater than 45
5100,0.0,1,Caucasian,Female,25 - 45
5101,1.0,1,African-American,Male,25 - 45
5103,1.0,0,Hispanic,Male,25 - 45
5106,1.0,1,Caucasian,Male,25 - 45
5107,1.0,1,African-American,Male,25 - 45
5108,0.0,0,Caucasian,Male,Greater than 45
5111,0.0,0,African-American,Male,25 - 45
5112,1.0,1,African-American,Male,25 - 45
5113,0.0,1,African-American,Male,Less than 25
5114,1.0,1,Caucasian,Male,Greater than 45
5116,1.0,1,African-American,Male,25 - 45
5117,1.0,1,African-American,Male,Less than 25
5118,1.0,1,Native American,Male,25 - 45
5119,1.0,1,African-American,Male,25 - 45
5120,0.0,0,African-American,Female,Greater than 45
5121,0.0,0,African-American,Male,25 - 45
5122,1.0,1,African-American,Male,Less than 25
5123,0.0,1,African-American,Male,25 - 45
5126,0.0,0,African-American,Male,25 - 45
5127,0.0,0,Caucasian,Female,25 - 45
5128,0.0,0,Hispanic,Male,25 - 45
5130,0.0,0,African-American,Male,25 - 45
5131,1.0,1,African-American,Male,Less than 25
5132,1.0,0,African-American,Male,25 - 45
5133,0.0,1,African-American,Male,25 - 45
5134,1.0,1,Caucasian,Male,25 - 45
5136,1.0,1,Hispanic,Male,25 - 45
5137,0.0,1,African-American,Female,25 - 45
5138,1.0,1,Caucasian,Male,Less than 25
5140,0.0,1,African-American,Male,25 - 45
5141,1.0,1,African-American,Male,Greater than 45
5142,0.0,0,African-American,Female,Greater than 45
5143,1.0,0,Caucasian,Female,Less than 25
5145,0.0,1,African-American,Male,25 - 45
5147,1.0,1,Other,Male,Less than 25
5148,0.0,1,Caucasian,Male,25 - 45
5149,1.0,1,African-American,Male,25 - 45
5150,0.0,0,African-American,Male,25 - 45
5151,0.0,0,Caucasian,Female,Greater than 45
5152,1.0,1,African-American,Male,25 - 45
5153,1.0,1,African-American,Male,25 - 45
5154,1.0,1,African-American,Male,25 - 45
5155,1.0,1,African-American,Male,25 - 45
5158,0.0,0,African-American,Male,Greater than 45
5160,1.0,0,African-American,Male,25 - 45
5161,1.0,0,African-American,Female,25 - 45
5162,0.0,0,Caucasian,Female,25 - 45
5163,1.0,1,Hispanic,Male,25 - 45
5166,1.0,0,Caucasian,Male,25 - 45
5167,1.0,0,Caucasian,Male,25 - 45
5168,1.0,1,African-American,Male,Less than 25
5170,0.0,1,Other,Male,Less than 25
5171,0.0,0,Caucasian,Male,25 - 45
5172,1.0,0,African-American,Male,25 - 45
5173,0.0,1,African-American,Female,25 - 45
5174,0.0,0,African-American,Male,25 - 45
5176,0.0,0,African-American,Male,25 - 45
5177,0.0,1,Hispanic,Male,25 - 45
5178,1.0,0,African-American,Female,25 - 45
5179,1.0,1,African-American,Male,25 - 45
5180,0.0,0,Other,Female,25 - 45
5181,0.0,0,Caucasian,Male,Greater than 45
5182,0.0,0,Caucasian,Male,Greater than 45
5183,0.0,0,African-American,Male,Less than 25
5184,0.0,0,African-American,Male,25 - 45
5186,1.0,0,African-American,Male,Greater than 45
5187,0.0,0,Caucasian,Male,Greater than 45
5188,1.0,1,African-American,Male,25 - 45
5189,0.0,0,Caucasian,Female,25 - 45
5190,0.0,1,Other,Male,25 - 45
5191,1.0,1,Other,Male,Less than 25
5192,0.0,1,African-American,Male,Greater than 45
5193,1.0,1,African-American,Female,25 - 45
5194,0.0,0,African-American,Male,Greater than 45
5196,0.0,0,Hispanic,Male,25 - 45
5197,0.0,1,African-American,Male,Greater than 45
5198,0.0,0,Caucasian,Male,25 - 45
5201,0.0,1,African-American,Male,Less than 25
5203,1.0,1,African-American,Male,Less than 25
5204,1.0,0,African-American,Female,25 - 45
5205,1.0,0,Caucasian,Male,Less than 25
5207,1.0,1,Caucasian,Female,25 - 45
5208,1.0,1,African-American,Male,25 - 45
5209,0.0,0,Caucasian,Male,25 - 45
5211,0.0,0,Hispanic,Male,25 - 45
5213,0.0,0,Hispanic,Male,25 - 45
5215,0.0,0,Caucasian,Male,25 - 45
5216,0.0,1,African-American,Male,25 - 45
5217,0.0,1,African-American,Male,25 - 45
5218,0.0,0,Caucasian,Male,Greater than 45
5219,1.0,1,Caucasian,Female,Greater than 45
5222,0.0,1,African-American,Male,Less than 25
5223,1.0,1,African-American,Female,Less than 25
5224,1.0,1,African-American,Male,25 - 45
5225,1.0,1,African-American,Male,Less than 25
5226,1.0,0,African-American,Male,25 - 45
5227,1.0,0,African-American,Male,Greater than 45
5231,0.0,1,Hispanic,Male,25 - 45
5232,1.0,1,Caucasian,Male,Less than 25
5236,1.0,0,African-American,Male,25 - 45
5243,1.0,1,African-American,Male,Less than 25
5244,0.0,0,Caucasian,Male,25 - 45
5246,0.0,0,Caucasian,Female,Greater than 45
5247,1.0,1,African-American,Male,Less than 25
5248,1.0,0,African-American,Male,25 - 45
5249,0.0,0,African-American,Male,25 - 45
5251,0.0,0,Caucasian,Male,Less than 25
5252,0.0,0,Other,Male,25 - 45
5253,1.0,1,Caucasian,Male,25 - 45
5255,0.0,0,African-American,Female,25 - 45
5258,0.0,0,Caucasian,Male,Greater than 45
5259,1.0,1,Hispanic,Male,Greater than 45
5260,0.0,0,African-American,Male,25 - 45
5261,0.0,1,Caucasian,Male,25 - 45
5262,0.0,0,Caucasian,Female,Greater than 45
5263,1.0,1,African-American,Male,Less than 25
5264,1.0,0,Other,Male,Less than 25
5265,1.0,1,African-American,Male,Less than 25
5266,0.0,0,Caucasian,Male,Greater than 45
5270,0.0,0,African-American,Male,25 - 45
5271,0.0,1,Caucasian,Female,25 - 45
5272,0.0,0,Caucasian,Male,25 - 45
5274,1.0,1,African-American,Male,Less than 25
5275,1.0,0,African-American,Male,25 - 45
5276,0.0,0,Caucasian,Male,Greater than 45
5278,1.0,1,Caucasian,Male,Less than 25
5279,0.0,1,Other,Male,Less than 25
5280,1.0,1,Caucasian,Male,25 - 45
5281,0.0,0,Hispanic,Male,Less than 25
5282,1.0,1,Caucasian,Male,25 - 45
5287,0.0,0,Other,Male,25 - 45
5288,0.0,1,Caucasian,Male,Greater than 45
5289,1.0,1,African-American,Male,25 - 45
5290,0.0,0,Caucasian,Male,Greater than 45
5293,1.0,0,African-American,Female,25 - 45
5294,0.0,0,African-American,Male,25 - 45
5295,0.0,1,African-American,Male,25 - 45
5297,1.0,1,African-American,Female,25 - 45
5298,0.0,0,Caucasian,Male,25 - 45
5301,1.0,1,African-American,Male,25 - 45
5307,0.0,0,African-American,Male,25 - 45
5308,0.0,0,Other,Male,25 - 45
5309,0.0,0,Caucasian,Female,25 - 45
5312,1.0,1,Caucasian,Male,25 - 45
5313,0.0,1,Caucasian,Male,25 - 45
5314,0.0,0,African-American,Male,25 - 45
5315,0.0,0,Hispanic,Male,25 - 45
5316,0.0,1,African-American,Male,25 - 45
5318,0.0,1,Hispanic,Male,Greater than 45
5321,1.0,1,Caucasian,Female,Less than 25
5322,0.0,0,Caucasian,Male,Greater than 45
5323,0.0,0,African-American,Male,25 - 45
5324,0.0,1,Caucasian,Male,Greater than 45
5326,0.0,1,Caucasian,Male,25 - 45
5327,0.0,1,Caucasian,Male,25 - 45
5330,0.0,1,African-American,Male,25 - 45
5331,0.0,0,African-American,Male,25 - 45
5332,0.0,0,Caucasian,Male,25 - 45
5333,0.0,0,African-American,Male,Less than 25
5334,1.0,0,African-American,Male,25 - 45
5335,0.0,0,Caucasian,Male,Greater than 45
5337,0.0,1,African-American,Male,Greater than 45
5339,1.0,1,Caucasian,Male,Greater than 45
5341,0.0,1,Caucasian,Male,25 - 45
5342,1.0,0,Caucasian,Male,Greater than 45
5344,0.0,0,Caucasian,Male,25 - 45
5346,1.0,0,African-American,Male,25 - 45
5347,1.0,0,African-American,Male,25 - 45
5348,0.0,1,African-American,Female,25 - 45
5349,1.0,1,Caucasian,Male,Less than 25
5350,1.0,1,Caucasian,Female,25 - 45
5351,1.0,0,Caucasian,Male,Less than 25
5352,0.0,1,African-American,Male,Less than 25
5354,1.0,1,African-American,Male,Less than 25
5355,0.0,0,Hispanic,Male,Greater than 45
5358,0.0,1,African-American,Male,25 - 45
5360,0.0,0,Caucasian,Male,Greater than 45
5363,0.0,0,African-American,Male,25 - 45
5364,1.0,0,Caucasian,Female,25 - 45
5365,0.0,0,Caucasian,Male,Greater than 45
5366,1.0,1,Caucasian,Male,Greater than 45
5367,0.0,1,African-American,Male,25 - 45
5369,0.0,0,African-American,Male,Greater than 45
5370,0.0,0,African-American,Male,Less than 25
5371,1.0,1,Caucasian,Female,25 - 45
5372,0.0,0,African-American,Female,25 - 45
5373,0.0,0,Hispanic,Male,Less than 25
5374,0.0,1,Other,Male,Less than 25
5377,1.0,0,African-American,Male,Greater than 45
5379,1.0,0,African-American,Male,25 - 45
5380,1.0,1,African-American,Male,25 - 45
5381,0.0,0,African-American,Male,25 - 45
5382,0.0,0,Other,Male,25 - 45
5383,1.0,1,African-American,Female,Less than 25
5386,0.0,0,Caucasian,Female,25 - 45
5387,0.0,1,African-American,Male,25 - 45
5388,1.0,1,Caucasian,Male,25 - 45
5389,1.0,0,African-American,Male,Less than 25
5390,1.0,1,African-American,Male,Less than 25
5391,0.0,0,Caucasian,Female,25 - 45
5392,0.0,0,African-American,Male,Greater than 45
5394,0.0,0,Caucasian,Male,Greater than 45
5395,1.0,1,African-American,Male,25 - 45
5398,1.0,0,African-American,Male,Less than 25
5399,0.0,0,Caucasian,Male,Greater than 45
5400,1.0,0,African-American,Male,25 - 45
5402,1.0,1,African-American,Female,Less than 25
5403,1.0,1,African-American,Male,25 - 45
5404,1.0,0,African-American,Female,25 - 45
5405,1.0,0,African-American,Male,25 - 45
5406,0.0,0,Hispanic,Male,25 - 45
5410,0.0,0,Other,Female,25 - 45
5411,1.0,1,African-American,Male,Less than 25
5412,0.0,1,Caucasian,Male,25 - 45
5416,0.0,0,African-American,Male,25 - 45
5417,0.0,0,Caucasian,Male,25 - 45
5418,0.0,0,African-American,Male,25 - 45
5420,0.0,1,African-American,Male,Less than 25
5423,0.0,0,Caucasian,Male,Greater than 45
5425,1.0,1,African-American,Female,25 - 45
5426,1.0,0,Caucasian,Male,25 - 45
5427,0.0,0,African-American,Female,25 - 45
5428,0.0,1,Caucasian,Male,25 - 45
5429,1.0,1,African-American,Male,25 - 45
5430,1.0,1,African-American,Male,Less than 25
5431,0.0,1,Caucasian,Female,25 - 45
5432,0.0,1,Caucasian,Male,Greater than 45
5433,1.0,1,African-American,Female,Less than 25
5434,1.0,1,African-American,Male,Greater than 45
5435,1.0,1,Other,Male,Less than 25
5436,0.0,0,Caucasian,Female,Greater than 45
5438,1.0,1,African-American,Male,Less than 25
5439,0.0,1,Other,Male,25 - 45
5440,1.0,1,African-American,Female,25 - 45
5441,0.0,0,African-American,Male,Greater than 45
5442,1.0,1,African-American,Male,25 - 45
5443,1.0,0,African-American,Male,25 - 45
5444,0.0,1,Caucasian,Female,25 - 45
5445,1.0,1,African-American,Male,25 - 45
5446,1.0,0,African-American,Male,Greater than 45
5447,1.0,1,African-American,Male,25 - 45
5448,0.0,0,Caucasian,Male,25 - 45
5449,0.0,0,Caucasian,Male,25 - 45
5451,0.0,0,Caucasian,Female,25 - 45
5453,1.0,1,African-American,Female,Less than 25
5454,0.0,1,Caucasian,Female,25 - 45
5455,0.0,0,Caucasian,Female,25 - 45
5456,1.0,1,African-American,Male,25 - 45
5458,0.0,1,African-American,Male,Less than 25
5459,0.0,0,African-American,Male,Greater than 45
5460,1.0,1,African-American,Male,25 - 45
5461,0.0,0,African-American,Male,25 - 45
5463,0.0,1,African-American,Male,Less than 25
5465,1.0,1,African-American,Female,Less than 25
5472,0.0,1,Caucasian,Female,25 - 45
5473,0.0,0,African-American,Male,Less than 25
5474,1.0,0,African-American,Male,25 - 45
5475,0.0,0,African-American,Male,25 - 45
5476,0.0,1,Other,Male,Less than 25
5477,0.0,0,Caucasian,Male,25 - 45
5479,1.0,0,African-American,Male,Less than 25
5482,1.0,1,Other,Male,25 - 45
5483,0.0,0,Caucasian,Male,25 - 45
5484,0.0,0,Caucasian,Male,Greater than 45
5485,1.0,1,African-American,Male,Less than 25
5487,0.0,0,African-American,Male,25 - 45
5489,1.0,1,African-American,Male,Less than 25
5491,0.0,0,Caucasian,Male,Less than 25
5492,1.0,0,Caucasian,Male,25 - 45
5494,0.0,1,Hispanic,Male,Greater than 45
5495,0.0,0,African-American,Male,Greater than 45
5496,1.0,0,African-American,Female,Less than 25
5497,0.0,0,Hispanic,Male,25 - 45
5500,0.0,0,Caucasian,Male,Greater than 45
5501,1.0,1,African-American,Male,25 - 45
5502,0.0,1,African-American,Male,Less than 25
5505,0.0,0,African-American,Male,Greater than 45
5506,1.0,1,Caucasian,Male,Less than 25
5507,0.0,0,Other,Male,25 - 45
5508,0.0,0,African-American,Male,25 - 45
5511,1.0,0,Caucasian,Female,25 - 45
5512,0.0,0,Hispanic,Male,Greater than 45
5514,0.0,0,Other,Male,Greater than 45
5515,0.0,0,African-American,Male,Greater than 45
5517,0.0,0,Other,Male,25 - 45
5518,0.0,0,Caucasian,Male,25 - 45
5519,0.0,0,African-American,Male,25 - 45
5520,0.0,0,Caucasian,Male,Greater than 45
5522,1.0,0,Other,Female,25 - 45
5524,0.0,0,African-American,Male,25 - 45
5525,1.0,1,Caucasian,Male,25 - 45
5528,1.0,0,Caucasian,Female,25 - 45
5530,0.0,0,African-American,Male,25 - 45
5531,1.0,1,Caucasian,Male,Less than 25
5532,0.0,1,Hispanic,Female,25 - 45
5534,0.0,0,Hispanic,Male,25 - 45
5535,1.0,1,Caucasian,Male,Less than 25
5536,1.0,0,African-American,Male,Greater than 45
5537,1.0,1,African-American,Female,Less than 25
5539,1.0,1,African-American,Male,25 - 45
5542,0.0,0,African-American,Female,25 - 45
5543,0.0,1,Caucasian,Male,Greater than 45
5544,0.0,0,African-American,Female,Less than 25
5545,1.0,1,Caucasian,Male,25 - 45
5546,0.0,0,Caucasian,Male,Greater than 45
5548,0.0,1,Hispanic,Female,25 - 45
5550,1.0,1,African-American,Male,Less than 25
5551,1.0,0,African-American,Male,25 - 45
5552,1.0,1,African-American,Male,Greater than 45
5553,0.0,0,Caucasian,Male,Less than 25
5554,1.0,0,African-American,Male,25 - 45
5556,1.0,1,African-American,Male,Greater than 45
5557,0.0,1,African-American,Male,Greater than 45
5558,0.0,0,Caucasian,Male,25 - 45
5560,0.0,0,Hispanic,Male,Greater than 45
5561,0.0,0,African-American,Male,25 - 45
5563,1.0,1,Caucasian,Male,25 - 45
5564,0.0,1,African-American,Male,25 - 45
5567,0.0,0,African-American,Female,25 - 45
5568,1.0,0,African-American,Male,Greater than 45
5569,0.0,0,Other,Male,Greater than 45
5572,1.0,0,African-American,Female,25 - 45
5573,1.0,0,Caucasian,Female,25 - 45
5574,1.0,1,African-American,Male,25 - 45
5575,1.0,1,African-American,Female,25 - 45
5576,1.0,1,Native American,Male,25 - 45
5578,1.0,1,African-American,Male,Less than 25
5579,1.0,0,African-American,Male,25 - 45
5583,1.0,1,African-American,Male,25 - 45
5584,1.0,0,African-American,Male,Greater than 45
5585,0.0,0,African-American,Male,25 - 45
5586,1.0,1,African-American,Male,25 - 45
5590,0.0,0,Caucasian,Female,25 - 45
5591,1.0,1,African-American,Male,25 - 45
5592,1.0,1,Caucasian,Male,25 - 45
5593,0.0,1,Caucasian,Male,25 - 45
5594,1.0,1,Caucasian,Male,Less than 25
5596,1.0,0,Caucasian,Male,25 - 45
5598,1.0,0,Hispanic,Male,25 - 45
5599,1.0,0,Caucasian,Female,25 - 45
5600,1.0,1,African-American,Male,25 - 45
5601,0.0,0,Caucasian,Male,Greater than 45
5603,1.0,1,Caucasian,Female,25 - 45
5604,1.0,0,African-American,Male,25 - 45
5605,0.0,0,African-American,Male,25 - 45
5607,0.0,0,Caucasian,Male,25 - 45
5609,1.0,1,African-American,Male,Greater than 45
5611,1.0,1,Other,Male,25 - 45
5612,1.0,0,African-American,Male,Greater than 45
5613,0.0,1,Caucasian,Male,Greater than 45
5614,1.0,1,African-American,Male,25 - 45
5617,0.0,0,Caucasian,Male,Greater than 45
5618,0.0,0,Caucasian,Male,Greater than 45
5620,1.0,1,African-American,Male,25 - 45
5621,0.0,0,Caucasian,Male,Greater than 45
5623,1.0,1,Caucasian,Male,25 - 45
5627,1.0,1,African-American,Male,25 - 45
5628,0.0,0,Caucasian,Male,25 - 45
5631,1.0,0,Hispanic,Male,25 - 45
5632,0.0,1,Caucasian,Female,25 - 45
5633,0.0,0,African-American,Male,25 - 45
5634,0.0,0,Caucasian,Male,25 - 45
5635,0.0,0,Caucasian,Female,Greater than 45
5637,0.0,0,Other,Male,Greater than 45
5638,0.0,0,Hispanic,Male,25 - 45
5639,0.0,1,Caucasian,Male,25 - 45
5644,0.0,1,Hispanic,Male,25 - 45
5646,1.0,1,African-American,Male,Less than 25
5647,0.0,1,African-American,Female,25 - 45
5649,0.0,0,Caucasian,Female,25 - 45
5650,0.0,0,African-American,Male,25 - 45
5651,1.0,0,Caucasian,Male,25 - 45
5652,0.0,1,African-American,Female,25 - 45
5654,1.0,0,African-American,Male,25 - 45
5655,0.0,0,Caucasian,Female,25 - 45
5657,1.0,1,African-American,Male,25 - 45
5658,1.0,1,African-American,Male,Less than 25
5659,1.0,0,Caucasian,Female,25 - 45
5660,1.0,0,Caucasian,Male,25 - 45
5664,0.0,0,African-American,Female,25 - 45
5665,0.0,0,Caucasian,Female,Greater than 45
5666,0.0,0,Caucasian,Male,25 - 45
5667,1.0,1,Hispanic,Male,25 - 45
5668,1.0,0,African-American,Male,25 - 45
5669,1.0,1,African-American,Male,25 - 45
5670,1.0,1,Caucasian,Male,Less than 25
5671,1.0,1,Caucasian,Male,25 - 45
5672,0.0,0,Other,Male,25 - 45
5673,1.0,1,African-American,Male,25 - 45
5675,0.0,1,Caucasian,Male,Greater than 45
5676,1.0,0,Caucasian,Female,Less than 25
5677,0.0,1,Caucasian,Male,Greater than 45
5678,1.0,1,African-American,Male,25 - 45
5680,1.0,1,African-American,Male,25 - 45
5681,1.0,1,African-American,Male,25 - 45
5684,0.0,0,African-American,Male,Less than 25
5685,1.0,0,Hispanic,Male,25 - 45
5686,0.0,0,Caucasian,Female,Greater than 45
5687,1.0,1,Caucasian,Male,25 - 45
5689,0.0,0,Caucasian,Male,Less than 25
5691,0.0,0,Caucasian,Male,25 - 45
5692,0.0,1,Caucasian,Male,25 - 45
5693,1.0,1,African-American,Male,25 - 45
5695,0.0,0,Caucasian,Female,Greater than 45
5696,1.0,1,Caucasian,Male,25 - 45
5697,0.0,0,African-American,Female,Less than 25
5698,0.0,0,Hispanic,Male,25 - 45
5699,0.0,0,Hispanic,Female,25 - 45
5700,0.0,1,Caucasian,Female,25 - 45
5701,0.0,1,Hispanic,Male,Less than 25
5703,0.0,0,Hispanic,Male,Greater than 45
5707,0.0,0,African-American,Male,Greater than 45
5711,1.0,1,Caucasian,Male,Greater than 45
5713,0.0,1,Other,Male,25 - 45
5716,0.0,0,African-American,Male,25 - 45
5717,0.0,1,African-American,Male,25 - 45
5719,1.0,0,African-American,Male,Less than 25
5722,0.0,0,African-American,Male,Greater than 45
5723,1.0,1,African-American,Male,Less than 25
5724,0.0,0,Caucasian,Male,Greater than 45
5725,0.0,1,African-American,Male,Less than 25
5726,0.0,1,Caucasian,Female,Greater than 45
5727,1.0,0,African-American,Male,25 - 45
5728,0.0,0,African-American,Female,25 - 45
5729,1.0,1,Caucasian,Male,Less than 25
5730,1.0,1,African-American,Female,25 - 45
5731,1.0,1,Caucasian,Male,25 - 45
5732,1.0,1,Caucasian,Female,25 - 45
5733,0.0,0,African-American,Male,Less than 25
5735,0.0,1,African-American,Male,25 - 45
5736,0.0,0,Caucasian,Female,Greater than 45
5738,0.0,0,African-American,Male,Greater than 45
5739,0.0,1,African-American,Female,25 - 45
5740,1.0,1,African-American,Male,25 - 45
5741,0.0,0,Caucasian,Male,25 - 45
5742,0.0,0,African-American,Male,25 - 45
5743,0.0,0,Caucasian,Male,Greater than 45
5745,0.0,0,African-American,Male,25 - 45
5748,1.0,1,African-American,Male,Less than 25
5749,0.0,0,Asian,Male,25 - 45
5750,1.0,1,African-American,Male,Greater than 45
5753,0.0,0,Caucasian,Male,25 - 45
5754,0.0,1,African-American,Male,25 - 45
5755,0.0,0,Caucasian,Male,Greater than 45
5756,1.0,0,African-American,Male,25 - 45
5757,0.0,0,African-American,Male,25 - 45
5759,1.0,0,African-American,Male,25 - 45
5760,0.0,0,Caucasian,Male,25 - 45
5761,0.0,0,Caucasian,Male,25 - 45
5762,0.0,1,Caucasian,Female,25 - 45
5763,0.0,0,Hispanic,Male,25 - 45
5765,1.0,0,African-American,Male,Greater than 45
5768,1.0,0,African-American,Male,Greater than 45
5769,0.0,0,African-American,Female,25 - 45
5772,1.0,1,Caucasian,Male,25 - 45
5773,0.0,0,African-American,Male,25 - 45
5774,0.0,0,Caucasian,Male,Greater than 45
5776,0.0,0,Caucasian,Male,25 - 45
5778,1.0,1,Hispanic,Female,Less than 25
5779,1.0,1,African-American,Female,25 - 45
5782,0.0,1,Hispanic,Female,25 - 45
5784,1.0,1,Caucasian,Male,25 - 45
5785,0.0,0,African-American,Male,25 - 45
5787,0.0,0,Caucasian,Male,Greater than 45
5789,0.0,0,Hispanic,Female,Greater than 45
5790,1.0,0,Other,Male,25 - 45
5792,0.0,1,Caucasian,Male,25 - 45
5793,0.0,1,African-American,Female,25 - 45
5795,0.0,0,Caucasian,Female,25 - 45
5797,1.0,0,Hispanic,Male,Greater than 45
5799,1.0,1,Hispanic,Male,Less than 25
5800,0.0,0,African-American,Male,25 - 45
5801,0.0,1,Caucasian,Male,Greater than 45
5804,1.0,1,African-American,Male,Less than 25
5806,0.0,1,Caucasian,Male,25 - 45
5808,1.0,1,African-American,Male,25 - 45
5809,1.0,0,African-American,Male,Greater than 45
5810,1.0,1,African-American,Male,25 - 45
5811,1.0,1,African-American,Male,Less than 25
5812,0.0,0,African-American,Male,Greater than 45
5813,0.0,1,African-American,Male,25 - 45
5814,1.0,1,Caucasian,Male,25 - 45
5816,1.0,1,African-American,Male,25 - 45
5817,1.0,1,Caucasian,Male,25 - 45
5818,1.0,0,African-American,Male,Less than 25
5820,1.0,1,Caucasian,Male,Less than 25
5821,1.0,0,Caucasian,Male,25 - 45
5824,0.0,0,African-American,Female,25 - 45
5825,1.0,1,African-American,Male,Less than 25
5826,0.0,0,Caucasian,Male,Greater than 45
5827,0.0,1,African-American,Male,Less than 25
5828,1.0,1,African-American,Male,25 - 45
5830,0.0,0,Caucasian,Male,25 - 45
5831,0.0,0,African-American,Male,Less than 25
5832,0.0,0,Caucasian,Male,Greater than 45
5833,0.0,0,Caucasian,Male,Greater than 45
5835,0.0,1,Caucasian,Male,Greater than 45
5836,0.0,1,African-American,Male,Less than 25
5837,0.0,0,Caucasian,Female,25 - 45
5838,0.0,1,Caucasian,Male,25 - 45
5841,1.0,0,Caucasian,Male,25 - 45
5842,1.0,1,African-American,Male,25 - 45
5846,0.0,0,Hispanic,Male,25 - 45
5847,1.0,0,African-American,Male,25 - 45
5849,1.0,0,African-American,Male,25 - 45
5850,0.0,1,Caucasian,Female,25 - 45
5851,1.0,1,Caucasian,Male,25 - 45
5852,0.0,0,African-American,Female,Greater than 45
5853,0.0,1,African-American,Male,25 - 45
5854,0.0,0,African-American,Male,25 - 45
5856,1.0,1,African-American,Male,25 - 45
5857,1.0,0,African-American,Male,Less than 25
5858,0.0,0,Caucasian,Male,25 - 45
5861,1.0,1,Caucasian,Female,25 - 45
5863,0.0,1,African-American,Male,Greater than 45
5864,1.0,1,Hispanic,Male,25 - 45
5865,1.0,1,African-American,Male,25 - 45
5867,0.0,0,Other,Male,25 - 45
5869,1.0,0,Caucasian,Male,25 - 45
5871,0.0,0,Caucasian,Male,Greater than 45
5873,1.0,1,African-American,Male,25 - 45
5875,0.0,1,African-American,Male,Less than 25
5877,1.0,0,African-American,Male,25 - 45
5878,1.0,1,Other,Female,25 - 45
5880,0.0,0,African-American,Male,25 - 45
5881,1.0,0,African-American,Male,25 - 45
5882,0.0,1,African-American,Male,25 - 45
5883,1.0,1,Caucasian,Female,25 - 45
5885,0.0,1,Caucasian,Male,Greater than 45
5886,0.0,0,Caucasian,Male,Greater than 45
5887,1.0,1,African-American,Male,Less than 25
5889,0.0,1,African-American,Female,Greater than 45
5890,0.0,1,African-American,Male,25 - 45
5891,0.0,0,Caucasian,Male,25 - 45
5892,1.0,1,African-American,Female,Less than 25
5895,0.0,0,Caucasian,Male,Less than 25
5896,0.0,0,Caucasian,Male,25 - 45
5898,0.0,0,Caucasian,Male,Less than 25
5899,0.0,0,African-American,Male,25 - 45
5900,1.0,0,Caucasian,Male,25 - 45
5901,1.0,1,Hispanic,Male,Less than 25
5902,1.0,1,African-American,Male,Less than 25
5904,1.0,1,African-American,Male,25 - 45
5905,0.0,1,Caucasian,Male,Greater than 45
5906,1.0,0,African-American,Female,25 - 45
5907,1.0,0,African-American,Male,25 - 45
5908,0.0,1,Caucasian,Male,25 - 45
5912,0.0,0,Hispanic,Male,25 - 45
5914,0.0,0,African-American,Male,25 - 45
5915,1.0,1,Caucasian,Male,Less than 25
5916,1.0,1,African-American,Male,25 - 45
5917,0.0,1,African-American,Male,25 - 45
5918,1.0,1,African-American,Male,25 - 45
5921,0.0,1,Caucasian,Male,Greater than 45
5923,0.0,0,Caucasian,Male,25 - 45
5924,0.0,1,African-American,Male,25 - 45
5926,0.0,0,African-American,Male,Greater than 45
5928,0.0,0,Caucasian,Male,Greater than 45
5929,0.0,1,Caucasian,Male,25 - 45
5930,1.0,1,Caucasian,Female,25 - 45
5931,1.0,0,Caucasian,Female,25 - 45
5932,1.0,1,Caucasian,Male,25 - 45
5933,0.0,1,African-American,Male,Greater than 45
5934,0.0,1,African-American,Male,25 - 45
5935,0.0,1,African-American,Male,Less than 25
5937,0.0,1,African-American,Male,25 - 45
5938,0.0,1,African-American,Male,25 - 45
5939,0.0,0,Caucasian,Male,Greater than 45
5942,1.0,1,Caucasian,Male,25 - 45
5943,0.0,0,Other,Male,25 - 45
5946,0.0,0,Hispanic,Male,Less than 25
5947,0.0,0,Caucasian,Male,25 - 45
5948,0.0,0,Caucasian,Male,Greater than 45
5951,0.0,0,Hispanic,Female,25 - 45
5952,1.0,0,African-American,Male,25 - 45
5953,0.0,0,Hispanic,Male,Greater than 45
5954,0.0,0,Hispanic,Male,Greater than 45
5955,1.0,0,Caucasian,Male,25 - 45
5957,1.0,1,Other,Male,25 - 45
5958,1.0,1,African-American,Male,Less than 25
5960,0.0,0,Caucasian,Male,Greater than 45
5963,0.0,1,Caucasian,Male,Less than 25
5964,0.0,0,African-American,Female,Less than 25
5965,1.0,1,Caucasian,Female,Less than 25
5967,1.0,1,African-American,Female,25 - 45
5968,0.0,1,Caucasian,Male,Greater than 45
5969,0.0,1,Caucasian,Male,25 - 45
5970,0.0,0,Caucasian,Male,25 - 45
5971,0.0,0,Caucasian,Male,Greater than 45
5973,0.0,1,Caucasian,Male,Greater than 45
5974,1.0,0,African-American,Male,Less than 25
5975,0.0,0,Caucasian,Male,Greater than 45
5976,0.0,1,Caucasian,Male,25 - 45
5977,1.0,1,African-American,Male,Less than 25
5978,1.0,0,African-American,Male,25 - 45
5981,0.0,1,Caucasian,Female,25 - 45
